UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2020,85,973193,392704,580489,339070,491154,29524,55100,2429,3568,18050,25403,461,585,3170,4679,341789,495047,30215,56353,4233,6303,19043,26800,858,1126,360674,530779,309383,445261,28416,53276,1857,2687,17826,25041,403,496,2789,4018,311770,448585,28959,54240,3476,5082,18705,26279,761,972,32030,49710,29687,45893,1108,1824,572,881,224,362,58,89,381,661,30019,46462,1256,2113,757,1221,338,521,97,154
R,2,2020,86,841495,332879,508616,287660,429515,24572,48176,2024,2995,15525,23302,417,522,2681,4106,289947,432948,25163,49253,3544,5355,16399,24521,742,1027,305836,465134,262604,389328,23644,46556,1542,2271,15341,22992,359,457,2346,3530,264604,392265,24099,47383,2896,4352,16131,24076,648,899,27043,43482,25056,40187,928,1620,482,724,184,310,58,65,335,576,25343,40683,1064,1870,648,1003,268,445,94,128
R,2,2020,87,788915,304346,484569,263401,410254,22396,45406,1808,2861,14003,21829,353,474,2385,3745,265416,413389,22941,46427,3121,5019,14794,22901,656,938,280214,444423,241013,373138,21554,43909,1379,2194,13837,21548,317,411,2114,3223,242793,375817,21986,44713,2556,4107,14556,22481,592,823,24132,40146,22388,37116,842,1497,429,667,166,281,36,63,271,522,22623,37572,955,1714,565,912,238,420,64,115
R,2,2020,88,695393,263418,431975,231059,370684,17159,36745,1443,2358,11502,18503,292,392,1963,3293,232743,373447,17610,37616,2527,4273,12147,19437,543,790,242310,397006,211343,338235,16540,35544,1089,1778,11376,18287,250,344,1712,2818,212804,340581,16899,36211,2040,3447,11960,19120,468,692,21108,34969,19716,32449,619,1201,354,580,126,216,42,48,251,475,19939,32866,711,1405,487,826,187,317,75,98
R,2,2020,89,639999,235608,404391,205828,346272,15584,34311,1299,2193,10789,18178,276,383,1832,3054,207381,348842,15987,35138,2316,3924,11408,19082,506,738,216409,371134,187966,315407,14956,33180,965,1629,10681,17972,247,323,1594,2623,189319,317598,15268,33810,1855,3149,11231,18771,455,645,19199,33257,17862,30865,628,1131,334,564,108,206,29,60,238,431,18062,31244,719,1328,461,775,177,311,51,93
R,2,2020,90,547226,195851,351375,171133,300946,12963,30310,1113,1815,8917,15421,231,336,1494,2547,172411,303057,13311,31020,1958,3269,9381,16152,425,644,179822,323350,156201,274916,12455,29336,842,1379,8828,15229,203,293,1293,2197,157304,276732,12723,29888,1586,2663,9239,15873,373,561,16029,28025,14932,26030,508,974,271,436,89,192,28,43,201,350,15107,26325,588,1132,372,606,142,279,52,83
R,2,2020,91,467987,162860,305127,142904,262280,10348,25568,885,1515,7315,13185,166,291,1242,2288,143945,264191,10634,26206,1595,2826,7712,13835,318,576,149893,281622,130790,240535,9944,24702,669,1127,7245,13037,149,247,1096,1974,131704,242164,10175,25203,1310,2293,7606,13613,282,501,12967,23505,12114,21745,404,866,216,388,70,148,17,44,146,314,12241,22027,459,1003,285,533,106,222,36,75
R,2,2020,92,400077,134630,265447,117923,228609,8541,22068,699,1315,6294,11301,131,227,1042,1927,118810,230220,8765,22564,1280,2457,6631,11834,265,476,124369,245960,108314,210528,8249,21379,531,991,6237,11176,115,193,923,1693,109097,211935,8428,21773,1048,2019,6546,11652,237,413,10261,19487,9609,18081,292,689,168,324,57,125,16,34,119,234,9713,18285,337,791,232,438,85,182,28,63
R,2,2020,93,326017,106287,219730,92973,189315,6758,18030,553,1096,5068,9505,98,197,837,1587,93685,190660,6953,18479,1029,1992,5329,9941,203,382,98149,203839,85375,174606,6498,17442,437,835,5021,9396,86,175,732,1385,85999,175768,6649,17806,861,1633,5252,9788,175,341,8138,15891,7598,14709,260,588,116,261,47,109,12,22,105,202,7686,14892,304,673,168,359,77,153,28,41
R,2,2020,94,265336,83030,182306,72279,156796,5336,15026,433,844,4252,8128,71,159,659,1353,72837,157921,5500,15417,798,1624,4464,8493,149,319,76757,169508,66420,144926,5157,14564,324,646,4217,8042,61,138,578,1192,66908,145915,5287,14885,645,1349,4407,8363,131,278,6273,12798,5859,11870,179,462,109,198,35,86,10,21,81,161,5929,12006,213,532,153,275,57,130,18,41
R,2,2020,95,213868,64589,149279,56136,128758,4071,11975,338,728,3488,6582,62,146,494,1090,56550,129669,4194,12302,612,1360,3656,6870,125,271,59874,139247,51724,119444,3934,11621,258,563,3462,6518,56,128,440,973,52093,120256,4033,11896,509,1137,3611,6776,113,241,4715,10032,4412,9314,137,354,80,165,26,64,6,18,54,117,4457,9413,161,406,103,223,45,94,12,30
R,2,2020,96,160571,47333,113238,40871,97561,3003,9025,251,501,2755,5228,45,104,408,819,41211,98238,3109,9275,472,983,2893,5438,93,198,43672,105896,37450,90750,2891,8758,194,389,2733,5178,39,93,365,728,37755,91352,2981,8965,390,823,2859,5366,81,176,3661,7342,3421,6811,112,267,57,112,22,50,6,11,43,91,3456,6886,128,310,82,160,34,72,12,22
R,2,2020,97,119248,33765,85483,28820,73177,2253,7121,183,382,2187,4089,31,81,291,633,29071,73692,2324,7308,337,739,2292,4266,71,167,31298,80020,26534,68093,2175,6925,144,307,2166,4055,26,72,253,568,26753,68553,2230,7085,277,631,2258,4214,60,148,2467,5463,2286,5084,78,196,39,75,21,34,5,9,38,65,2318,5139,94,223,60,108,34,52,11,19
R,2,2020,98,91097,25062,66035,21590,56986,1501,5251,125,300,1596,2941,30,64,220,493,21774,57391,1566,5409,250,579,1664,3072,59,128,23411,62099,20039,53343,1461,5112,103,243,1586,2918,25,57,197,426,20203,53693,1516,5243,215,493,1649,3027,49,110,1651,3936,1551,3643,40,139,22,57,10,23,5,7,23,67,1571,3698,50,166,35,86,15,45,10,18
R,2,2020,99,60915,15926,44989,13452,38129,1043,3781,84,208,1169,2466,17,44,161,361,13586,38417,1088,3900,172,414,1221,2563,40,95,14824,42257,12440,35600,1007,3688,64,167,1160,2450,14,39,139,313,12557,35850,1042,3787,141,346,1205,2534,32,82,1102,2732,1012,2529,36,93,20,41,9,16,3,5,22,48,1029,2567,46,113,31,68,16,29,8,13
R,2,2020,100,106061,25255,80806,20452,66591,1899,7768,164,395,2432,5284,44,97,264,671,20661,67126,1983,8016,302,762,2517,5456,88,196,23619,76303,18948,62460,1846,7582,132,339,2421,5248,40,88,232,586,19133,62925,1918,7787,253,669,2497,5395,76,171,1636,4503,1504,4131,53,186,32,56,11,36,4,9,32,85,1528,4201,65,229,49,93,20,61,12,25
R,3,2020,999,329342883,162204050,167138833,124406120,126545149,21228276,23079311,2122731,2094177,9427315,10324963,413359,402499,4606249,4692734,128513512,130707612,23304306,25238762,3481948,3516366,11136892,12031664,819083,812455,131294166,136793477,97241385,99920188,19768316,21570077,1202859,1241758,9124979,10021257,302958,299468,3653669,3740729,100497976,103235050,21401420,23278515,2164514,2269039,10572377,11465577,620027,621518,30909884,30345356,27164735,26624961,1459960,1509234,919872,852419,302336,303706,110401,103031,952580,952005,28015536,27472562,1902886,1960247,1317434,1247327,564515,566087,199056,190937
R,3,2020,0,3783386,1935307,1848079,1389232,1326225,291675,278865,31286,29855,95651,91414,5699,5467,121764,116253,1501661,1433565,358630,342789,54904,52401,139749,133513,14112,13501,1428832,1364654,956631,913310,264506,252914,16091,15362,90072,86102,3898,3746,97634,93220,1047229,999815,319231,305168,31479,30054,126732,121099,10072,9639,506475,483425,432601,412915,27169,25951,15195,14493,5579,5312,1801,1721,24130,23033,454432,433750,39399,37621,23425,22347,13017,12414,4040,3862
R,3,2020,1,3797502,1942164,1855338,1398730,1331897,290905,282407,31167,29912,98807,93394,5743,5518,116812,112210,1506341,1435258,353973,343449,54480,52237,141739,134296,13960,13357,1438538,1372146,967899,918902,263926,256343,16123,15373,93232,88087,3949,3781,93409,89660,1054355,1001874,315217,305982,31354,29920,128960,122099,10005,9553,503626,483192,430831,412995,26979,26064,15044,14539,5575,5307,1794,1737,23403,22550,451986,433384,38756,37467,23126,22317,12779,12197,3955,3804
R,3,2020,2,3864036,1975914,1888122,1421997,1353621,295442,287769,31608,30361,102896,97190,5855,5635,118116,113546,1530764,1458178,359028,349479,55222,52985,146462,138626,14187,13573,1463504,1395859,983457,932759,268027,261203,16346,15581,97230,91801,4036,3868,94408,90647,1070790,1016607,319679,311311,31766,30305,133517,126267,10187,9719,512410,492263,438540,420862,27415,26566,15262,14780,5666,5389,1819,1767,23708,22899,459974,441571,39349,38168,23456,22680,12945,12359,4000,3854
R,3,2020,3,3965002,2027412,1937590,1457303,1387206,303060,295380,32349,31079,107702,101835,6032,5811,120966,116279,1568673,1494259,368122,358538,56502,54221,152404,144332,14574,13951,1500666,1431516,1006310,954409,274919,268061,16705,15926,101894,96314,4164,3996,96674,92810,1095713,1040232,327737,319309,32464,30975,139155,131688,10478,10003,526746,506074,450993,432797,28141,27319,15644,15153,5808,5521,1868,1815,24292,23469,472960,454027,40385,39229,24038,23246,13249,12644,4096,3948
R,3,2020,4,4021757,2056164,1965593,1478027,1406807,306147,298880,32637,31435,110914,104934,6130,5916,122309,117621,1590608,1515082,371814,362696,57068,54837,156233,147995,14769,14149,1520044,1450519,1018740,965995,277650,271280,16781,16017,104999,99344,4228,4074,97646,93809,1109016,1052726,330886,323002,32680,31209,142777,135190,10609,10148,536120,515074,459287,440812,28497,27600,15856,15418,5915,5590,1902,1842,24663,23812,481592,462356,40928,39694,24388,23628,13456,12805,4160,4001
R,3,2020,5,4053830,2072140,1981690,1485212,1414879,310023,302725,32957,31972,115080,108657,6128,5987,122740,117470,1598160,1522960,375768,366191,57499,55478,160676,151824,14876,14255,1538536,1467139,1028467,974667,281001,274774,17153,16517,109390,103155,4302,4177,98223,93849,1119238,1061379,334306,326228,33220,31844,147561,139199,10819,10336,533604,514551,456745,440212,29022,27951,15804,15455,5690,5502,1826,1810,24517,23621,478922,461581,41462,39963,24279,23634,13115,12625,4057,3919
R,3,2020,6,4016370,2054474,1961896,1475350,1403504,309155,300969,33288,32007,110245,104280,5870,5629,120566,115507,1586255,1509728,373508,363590,57681,55284,155003,146446,14599,13809,1525721,1454604,1022512,969318,280455,273333,17516,16742,104793,99077,4124,3935,96321,92199,1111510,1054470,332583,324121,33510,31962,142140,134191,10548,9936,528753,507292,452838,434186,28700,27636,15772,15265,5452,5203,1746,1694,24245,23308,474745,455258,40925,39469,24171,23322,12863,12255,4051,3873
R,3,2020,7,4032800,2060416,1972384,1478402,1411191,308681,300569,32980,31850,114624,108353,5991,5755,119738,114666,1588414,1516542,372072,361970,57265,55182,159583,150775,14808,14076,1530746,1461368,1023540,972581,280489,273335,17579,16887,109290,103074,4247,4022,95601,91469,1111737,1056974,331715,323013,33485,32155,146908,138460,10755,10131,529670,511016,454862,438610,28192,27234,15401,14963,5334,5279,1744,1733,24137,23197,476677,459568,40357,38957,23780,23027,12675,12315,4053,3945
R,3,2020,8,4045279,2068521,1976758,1492555,1422432,309953,300947,33615,32191,108291,102817,5712,5490,118395,112881,1601373,1526166,372998,361302,58058,55494,152058,144353,14336,13691,1531660,1460248,1030668,977833,282030,274040,17795,17008,103035,97769,3970,3815,94162,89783,1117585,1060698,332877,322767,33758,32210,139468,132328,10294,9803,536861,516510,461887,444599,27923,26907,15820,15183,5256,5048,1742,1675,24233,23098,483788,465468,40121,38535,24300,23284,12590,12025,4042,3888
R,3,2020,9,4093543,2092269,2001274,1515594,1445719,312594,303312,32287,31438,107152,101999,5726,5423,118916,113383,1624988,1549924,375773,363974,57018,55276,150948,143307,14419,13593,1542490,1470952,1038391,985723,286073,277227,17812,17304,101971,97115,4011,3817,94232,89766,1125425,1068524,336867,325957,33881,32812,138358,131450,10372,9803,549779,530322,477203,459996,26521,26085,14475,14134,5181,4884,1715,1606,24684,23617,499563,481400,38906,38017,23137,22464,12590,11857,4047,3790
R,3,2020,10,4056125,2069571,1986554,1485533,1419034,311997,303985,33127,32143,113017,108847,6203,6062,119694,116483,1595693,1526029,376282,367190,57364,55885,157045,151208,14692,14308,1531291,1467345,1025593,975640,282314,275245,17387,16984,106918,102962,4162,4032,94917,92482,1113379,1060961,334099,326062,33011,32410,143392,138241,10390,10071,538280,519209,459940,443394,29683,28740,15740,15159,6099,5885,2041,2030,24777,24001,482314,465068,42183,41128,24353,23475,13653,12967,4302,4237
R,3,2020,11,4109484,2096887,2012597,1508935,1441968,318601,310524,33363,32100,112480,108398,6335,6201,117173,113406,1616466,1546171,381699,372142,57338,54897,155130,149359,14724,14275,1555251,1491769,1044675,995859,289031,281898,17546,17052,106420,102628,4292,4192,93287,90140,1130613,1079089,340105,331830,33102,31664,142017,136730,10492,10088,541636,520828,464260,446109,29570,28626,15817,15048,6060,5770,2043,2009,23886,23266,485853,467082,41594,40312,24236,23233,13113,12629,4232,4187
R,3,2020,12,4202553,2145295,2057258,1548368,1477804,323940,316054,34377,33302,115863,111257,6435,6221,116312,112620,1655011,1581018,386214,377388,58351,56534,158353,151653,14941,14234,1589969,1524422,1071038,1020049,294220,287499,17896,17718,109911,105579,4340,4144,92564,89433,1156287,1102303,344680,337127,33426,32687,145304,139156,10613,10033,555326,532836,477330,457755,29720,28555,16481,15584,5952,5678,2095,2077,23748,23187,498724,478715,41534,40261,24925,23847,13049,12497,4328,4201
R,3,2020,13,4216451,2153499,2062952,1561394,1490311,324118,314358,35007,33257,113583,109675,6358,6190,113039,109161,1665071,1590320,384182,373072,58550,56112,155154,148980,14659,14071,1599635,1530778,1084650,1032080,294823,286081,18209,17628,107583,104043,4340,4141,90030,86805,1167577,1111919,343485,333829,33528,32411,142223,136765,10434,9917,553864,532174,476744,458231,29295,28277,16798,15629,6000,5632,2018,2049,23009,22356,497494,478401,40697,39243,25022,23701,12931,12215,4225,4154
R,3,2020,14,4170664,2130782,2039882,1555677,1479257,314500,307382,34030,32852,112745,110447,6263,6186,107567,103758,1654172,1574209,371086,362473,57028,54834,152302,148454,14084,13605,1590280,1521987,1088723,1031561,286590,280450,17934,17608,107071,105176,4226,4235,85736,82957,1167511,1107717,332584,325379,32873,31887,140206,137045,10022,9744,540502,517895,466954,447696,27910,26932,16096,15244,5674,5271,2037,1951,21831,20801,486661,466492,38502,37094,24155,22947,12096,11409,4062,3861
R,3,2020,15,4170579,2127794,2042785,1557550,1485136,311689,303335,33636,32439,115243,115004,6315,6010,103361,100861,1652076,1577205,365139,355935,56229,54404,153796,152119,13859,13394,1597876,1533647,1098313,1044285,284713,277211,18045,17256,109642,109717,4392,4221,82771,80957,1174344,1118415,328203,320249,32933,31765,142085,141015,9999,9760,529918,509138,459237,440851,26976,26124,15591,15183,5601,5287,1923,1789,20590,19904,477732,458790,36936,35686,23296,22639,11711,11104,3860,3634
R,3,2020,16,4177830,2130334,2047496,1566947,1495128,309484,301884,32614,32050,115319,115413,6076,5772,99894,97249,1658279,1584076,360668,352064,55025,53792,152414,151326,13459,12881,1611432,1546595,1116476,1060414,283298,276716,17651,17152,109872,110221,4241,4040,79894,78052,1189788,1132071,324986,317736,32455,31658,141040,140445,9753,9330,518902,500901,450471,434714,26186,25168,14963,14898,5447,5192,1835,1732,20000,19197,468491,452005,35682,34328,22570,22134,11374,10881,3706,3551
R,3,2020,17,4158291,2120401,2037890,1559331,1487513,311016,303779,32859,31730,116026,116162,6056,5762,95113,92944,1645969,1572194,359531,351460,54694,53139,151190,150361,13323,12680,1606555,1541973,1112614,1055965,285018,279127,17685,17185,110672,111131,4262,4044,76304,74521,1182362,1124150,324657,318100,32215,31464,140277,139841,9712,9261,513846,495917,446717,431548,25998,24652,15174,14545,5354,5031,1794,1718,18809,18423,463607,448044,34874,33360,22479,21675,10913,10520,3611,3419
R,3,2020,18,4190140,2137650,2052490,1570999,1498287,318736,310393,32768,31397,115906,115358,5886,5726,93355,91329,1656028,1581367,366258,357363,54909,53243,149988,148333,12911,12554,1626368,1560426,1125939,1069695,292985,285869,17838,17232,110813,110418,4126,3977,74667,73235,1194133,1136578,331742,324293,32573,31877,139497,138167,9478,9141,511282,492064,445060,428592,25751,24524,14930,14165,5093,4940,1760,1749,18688,18094,461895,444789,34516,33070,22336,21366,10491,10166,3433,3413
R,3,2020,19,4312602,2202905,2109697,1612697,1534086,332227,323072,33451,32303,124847,123801,6074,5931,93609,90504,1697777,1616252,379446,369322,55981,54148,159386,156538,13233,12843,1684277,1612965,1160539,1101225,306325,298153,18446,17790,119632,118949,4359,4164,74976,72684,1228787,1167413,344755,335937,33609,32663,148824,146542,9777,9403,518628,496732,452158,432861,25902,24919,15005,14513,5215,4852,1715,1767,18633,17820,468990,448839,34691,33385,22372,21485,10562,9996,3456,3440
R,3,2020,20,4317424,2208788,2108636,1620373,1536876,335103,324322,33640,32231,122040,120603,6123,5779,91509,88825,1703530,1617298,381319,369926,56456,54273,154885,152138,13106,12604,1695652,1619471,1172768,1110307,309405,299898,18700,18044,116941,115802,4362,4127,73476,71293,1239724,1174991,347165,337301,34187,33062,144733,142306,9674,9306,513136,489165,447605,426569,25698,24424,14940,14187,5099,4801,1761,1652,18033,17532,463806,442307,34154,32625,22269,21211,10152,9832,3432,3298
R,3,2020,21,4290493,2192051,2098442,1610631,1530693,330718,321957,32940,31922,122584,121863,6024,5683,89154,86324,1691373,1608892,375126,365810,55404,54106,154753,152329,13178,12299,1689800,1618670,1172458,1112104,305526,298054,18382,17921,117510,117040,4308,4095,71616,69456,1237502,1175178,341816,334016,33744,33292,144699,142629,9800,9181,502251,479772,438173,418589,25192,23903,14558,14001,5074,4823,1716,1588,17538,16868,453871,433714,33310,31794,21660,20814,10054,9700,3378,3118
R,3,2020,22,4287387,2191327,2096060,1604001,1524528,331509,322169,32699,31676,131067,128271,6054,5701,85997,83715,1681779,1600222,373994,364077,54940,53512,162084,158032,12788,12069,1694618,1623639,1169761,1111739,307149,298799,18087,17976,126098,123552,4367,4151,69156,67422,1232429,1172798,341899,333172,33453,33205,152319,148696,9553,9039,496709,472421,434240,412789,24360,23370,14612,13700,4969,4719,1687,1550,16841,16293,449350,427424,32095,30905,21487,20307,9765,9336,3235,3030
R,3,2020,23,4324613,2208597,2116016,1618316,1538262,329751,322660,32763,31570,137796,135799,6170,5613,83801,82112,1694088,1612294,370345,363194,55176,53589,168161,165018,12823,12194,1712625,1645921,1184736,1127249,305395,299863,18198,17844,132907,131057,4416,4061,66973,65847,1245444,1186687,338246,332940,33517,33080,158660,155749,9538,9145,495972,470095,433580,411013,24356,22797,14565,13726,4889,4742,1754,1552,16828,16265,448644,425607,32099,30254,21659,20509,9501,9269,3285,3049
R,3,2020,24,4390428,2247640,2142788,1643352,1555499,337876,328301,32990,31252,144444,142085,6390,6116,82588,79535,1717772,1627003,377238,367079,55806,53230,174441,170567,13038,12691,1748365,1671059,1206353,1142411,313362,305409,18512,17621,139574,137308,4636,4405,65928,63905,1265814,1199995,345208,336928,34269,32989,164980,161409,9808,9561,499275,471729,436999,413088,24514,22892,14478,13631,4870,4777,1754,1711,16660,15630,451958,427008,32030,30151,21537,20241,9461,9158,3230,3130
R,3,2020,25,4483332,2295607,2187725,1670207,1578526,354694,344804,33598,32221,149492,147110,6549,6320,81067,78744,1742807,1648845,392664,382765,56881,54617,178898,175445,13527,12885,1792035,1713461,1229198,1163381,329725,321443,19097,18261,144561,142424,4797,4637,64657,63315,1287082,1219972,360284,352321,35346,34129,169569,166429,10219,9780,503572,474264,441009,415145,24969,23361,14501,13960,4931,4686,1752,1683,16410,15429,455725,428873,32380,30444,21535,20488,9329,9016,3308,3105
